"date","close","volume","open","high","low"

"2017/05/19","954.6500","1359893.0000","952.8200","959.5600","952.0000"
"2017/05/18","950.5000","1799512.0000","943.2000","954.1800","941.2700"
"2017/05/17","942.1700","2446966.0000","959.7000","960.9900","940.0600"
"2017/05/16","964.6100","1099818.0000","963.5500","965.8955","960.3500"
"2017/05/15","959.2200","1332065.0000","955.2900","962.7000","952.8200"
"2017/05/12","955.1400","1214614.0000","957.8500","957.9800","952.0600"
"2017/05/11","955.8900","1031011.0000","951.2900","957.9900","948.6100"
"2017/05/10","954.8400","1145842.0000","956.2200","956.7100","949.8400"
"2017/05/09","956.7100","1686770.0000","961.3300","962.2000","954.4000"
"2017/05/08","958.6900","1875308.0000","947.4500","960.9900","947.3950"
"2017/05/05","950.2800","1614381.0000","956.7200","958.4395","948.0986"
"2017/05/04","954.7200","1937977.0000","950.2900","959.1400","947.3700"
"2017/05/03","948.4500","1820150.0000","936.0500","950.2000","935.2100"
"2017/05/02","937.0900","1749432.0000","933.2700","942.9850","931.0000"
"2017/05/01","932.8200","2325611.0000","924.1500","935.8200","920.8000"
"2017/04/28","924.5200","3804599.0000","929.0000","935.9000","923.2200"
"2017/04/27","891.4400","2306341.0000","890.0000","893.3774","887.1800"
"2017/04/26","889.1400","1319855.0000","891.3900","892.9900","885.1500"
"2017/04/25","888.8400","2031687.0000","882.2600","892.2500","879.2801"
"2017/04/24","878.9300","1691946.0000","868.4400","879.9600","866.1100"
"2017/04/21","858.9500","1171407.0000","860.6200","862.4400","857.7300"
"2017/04/20","860.0800","1187137.0000","859.7400","863.9300","857.5000"
"2017/04/19","856.5100","1078820.0000","857.3850","860.2000","853.5275"
"2017/04/18","853.9900","935216.0000","852.5400","857.3900","851.2500"
"2017/04/17","855.1300","1046754.0000","841.3800","855.6400","841.0300"
"2017/04/13","840.1800","1071248.0000","841.0400","843.7300","837.8503"
"2017/04/12","841.4600","1135641.0000","838.4600","843.7200","837.5900"
"2017/04/11","839.8800","973875.0000","841.7000","844.6300","834.6000"
"2017/04/10","841.7000","1045369.0000","841.5400","846.7372","840.7900"
"2017/04/07","842.1000","1110404.0000","845.0000","845.8800","837.3000"
"2017/04/06","845.0950","1530251.0000","849.5000","853.5900","844.0000"
"2017/04/05","848.9100","1851632.0000","854.7100","860.5900","847.5200"
"2017/04/04","852.5700","1346500.0000","848.0000","853.0000","847.5050"
"2017/04/03","856.7500","1968062.0000","848.7500","859.0000","847.5298"
"2017/03/31","847.8000","1440202.0000","846.8300","849.5600","845.2445"
"2017/03/30","849.4800","948489.0000","851.9800","852.0000","846.7700"
"2017/03/29","849.8700","1456135.0000","842.7500","851.5850","841.3800"
"2017/03/28","840.6300","1517740.0000","839.6900","845.4000","832.2650"
"2017/03/27","838.5100","1934575.0000","828.0900","841.3800","824.3000"
"2017/03/24","835.1400","2102352.0000","842.0000","844.0000","829.1000"
"2017/03/23","839.6500","3285469.0000","841.3900","841.6900","833.0000"
"2017/03/22","849.8000","1361659.0000","849.4800","855.3500","847.0000"
"2017/03/21","850.1400","2531086.0000","870.0600","873.4700","847.6870"
"2017/03/20","867.9100","1528664.0000","869.4800","870.3400","864.6650"
"2017/03/17","872.3700","1852574.0000","873.6800","874.4200","868.3700"
"2017/03/16","870.0000","1103990.0000","870.5300","872.7100","867.5200"
"2017/03/15","868.3900","1331984.0000","867.9400","869.8800","861.2950"
"2017/03/14","865.9100","1059047.0000","863.7500","867.5800","860.1300"
"2017/03/13","864.5800","1165561.0000","860.8300","867.1300","860.8200"
"2017/03/10","861.4050","1336523.0000","862.7000","864.2290","857.6100"
"2017/03/09","857.8400","1341977.0000","853.6900","860.7100","852.6700"
"2017/03/08","853.6400","1029444.0000","853.1200","856.9300","851.2500"
"2017/03/07","851.1500","1038337.0000","847.2600","853.3300","845.5200"
"2017/03/06","847.2700","1046709.0000","846.8600","848.9400","841.1700"
"2017/03/03","849.0800","1005385.0000","848.9400","850.8200","844.7050"
"2017/03/02","849.8500","1249065.0000","856.3100","856.4900","848.7200"
"2017/03/01","856.7500","1817444.0000","851.3800","858.0000","849.0200"
"2017/02/28","844.9300","1381453.0000","847.3500","848.8300","841.4422"
"2017/02/27","849.6700","1009332.0000","844.9500","850.6700","843.0100"
"2017/02/24","847.8100","1345689.0000","847.6500","848.3600","842.9601"
"2017/02/23","851.0000","1386019.0000","851.0800","852.6200","842.5000"
"2017/02/22","851.3600","1224597.0000","848.0000","853.7900","846.7101"
"2017/02/21","849.2700","1260932.0000","847.9900","852.2000","846.5500"
"2017/02/17","846.5500","1459501.0000","841.3100","846.9400","839.7800"
"2017/02/16","842.1700","1004261.0000","838.5000","842.6900","837.2600"
"2017/02/15","837.3200","1356752.0000","838.8100","841.7725","836.2200"
"2017/02/14","840.0300","1362210.0000","839.7700","842.0000","835.8300"
"2017/02/13","838.9600","1295136.0000","837.7000","841.7350","836.2460"
"2017/02/10","834.8500","1414105.0000","832.9500","837.1500","830.5100"
"2017/02/09","830.0600","1193818.0000","831.7300","831.9800","826.5000"
"2017/02/08","829.8800","1300977.0000","830.5300","834.2500","825.1100"
"2017/02/07","829.2300","1666384.0000","825.5000","831.9200","823.2926"
"2017/02/06","821.6200","1350474.0000","820.9200","822.3900","814.2900"
"2017/02/03","820.1300","1527736.0000","823.1300","826.1300","819.3500"
"2017/02/02","818.2600","1686997.0000","815.0000","824.5600","812.0510"
"2017/02/01","815.2400","2246841.0000","824.0000","824.0000","812.2500"
"2017/01/31","820.1900","2017713.0000","819.5000","823.0700","813.4000"
"2017/01/30","823.8300","3514929.0000","837.0600","837.2300","821.0300"
"2017/01/27","845.0300","3751309.0000","859.0000","867.0000","841.9000"
"2017/01/26","856.9800","3452599.0000","859.0500","861.0000","850.5201"
"2017/01/25","858.4500","1657818.0000","853.5500","858.7936","849.7400"
"2017/01/24","849.5300","1686373.0000","846.9800","851.5200","842.2800"
"2017/01/23","844.4300","2456979.0000","831.6100","845.5428","828.7000"
"2017/01/20","828.1700","1304421.0000","829.0900","829.2400","824.6000"
"2017/01/19","824.3700","1068876.0000","829.0000","832.9999","823.9600"
"2017/01/18","829.0200","1026256.0000","829.8000","829.8100","824.0800"
"2017/01/17","827.4600","1440724.0000","830.0000","830.1800","823.2001"
"2017/01/13","830.9400","1289823.0000","831.0000","834.6500","829.5200"
"2017/01/12","829.5300","1349799.0000","828.3800","830.3800","821.0100"
"2017/01/11","829.8600","1323813.0000","826.6200","829.9000","821.4700"
"2017/01/10","826.0100","1196641.0000","827.0700","829.4100","823.1400"
"2017/01/09","827.1800","1408698.0000","826.3700","830.4300","821.6200"
"2017/01/06","825.2100","2014451.0000","814.9900","828.9600","811.5000"
"2017/01/05","813.0200","1339307.0000","807.5000","813.7400","805.9200"
"2017/01/04","807.7700","1514808.0000","809.8900","813.4300","804.1100"
"2017/01/03","808.0100","1958783.0000","800.6200","811.4350","796.8900"
"2016/12/30","792.4500","1735522.0000","803.2100","803.2850","789.6200"
"2016/12/29","802.8800","1057004.0000","802.3300","805.7500","798.1440"
"2016/12/28","804.5700","1202240.0000","813.3300","813.3300","802.4400"
"2016/12/27","809.9300","974738.0000","808.6800","816.0000","805.8000"
"2016/12/23","807.8000","764767.0000","808.0100","810.9696","805.1100"
"2016/12/22","809.6800","1132047.0000","809.1000","811.0700","806.0300"
"2016/12/21","812.2000","1457480.0000","815.7200","815.7200","805.1000"
"2016/12/20","815.2000","1270529.0000","813.3700","816.4900","811.0000"
"2016/12/19","812.5000","1263416.0000","809.2800","816.2200","804.5000"
"2016/12/16","809.8400","2597948.0000","818.3100","819.2000","808.1200"
"2016/12/15","815.6500","1768545.0000","817.3600","823.0000","812.0000"
"2016/12/14","817.8900","1797612.0000","815.9200","824.2600","812.7800"
"2016/12/13","815.3400","2104198.0000","812.3900","824.3000","811.9400"
"2016/12/12","807.9000","1627711.0000","804.8200","811.3500","804.5311"
"2016/12/09","809.4500","1900034.0000","799.3000","809.9500","798.0500"
"2016/12/08","795.1700","1611923.0000","792.9500","799.0000","787.9050"
"2016/12/07","791.4700","2026403.0000","779.9500","792.0000","773.5300"
"2016/12/06","776.1800","1733244.0000","780.1900","785.2800","773.3200"
"2016/12/05","778.2200","1685519.0000","770.0000","780.0000","766.9686"
"2016/12/02","764.4600","1696488.0000","761.9000","770.5000","759.0000"
"2016/12/01","764.3300","2863993.0000","778.5500","778.6000","753.3600"
"2016/11/30","775.8800","2272782.0000","789.1000","791.5100","773.1450"
"2016/11/29","789.4400","1560963.0000","788.3800","796.4400","785.3400"
"2016/11/28","785.7900","2569319.0000","778.3500","799.7400","778.1000"
"2016/11/25","780.2300","613549.0000","782.6100","782.9000","778.1900"
"2016/11/23","779.0000","1311228.0000","789.5200","789.5200","772.6500"
"2016/11/22","785.0000","1391312.0000","788.9900","793.7700","783.7400"
"2016/11/21","784.8000","1628530.0000","778.1000","786.5500","776.3000"
"2016/11/18","775.9700","1800135.0000","787.1700","791.2900","775.3500"
"2016/11/17","786.1600","1531650.0000","782.5000","788.9000","779.8500"
"2016/11/16","779.9800","1796559.0000","770.4200","783.5000","766.3300"
"2016/11/15","775.1600","2940057.0000","765.4700","780.2376","765.2200"
"2016/11/14","753.2200","3681471.0000","771.7600","771.7800","743.5900"
"2016/11/11","771.7500","3587879.0000","776.8100","777.2900","765.5400"
"2016/11/10","780.2900","5902116.0000","810.0000","810.0600","768.2300"
"2016/11/09","805.5900","3095105.0000","801.8300","811.7100","792.0350"
"2016/11/08","811.9800","1759885.0000","802.0300","816.0400","799.6200"
"2016/11/07","802.0300","1986464.0000","794.9500","805.0000","792.9000"
"2016/11/04","781.1000","1967620.0000","771.3000","788.4800","771.0043"
"2016/11/03","782.1900","2173340.0000","784.5000","790.0000","778.6300"
"2016/11/02","788.4200","2284886.0000","806.7600","806.7600","785.0000"
"2016/11/01","805.4800","2354652.0000","810.8700","813.9600","798.2600"
"2016/10/31","809.9000","2238967.0000","822.4300","822.6300","808.0000"
"2016/10/28","819.5600","4352704.0000","829.9400","839.0000","817.0000"
"2016/10/27","817.3500","2939601.0000","823.0100","826.5800","814.6100"
"2016/10/26","822.1000","1791756.0000","827.1200","827.7100","816.3500"
"2016/10/25","828.5500","1887068.0000","838.5000","838.5000","825.3005"
"2016/10/24","835.7400","1444851.0000","830.0900","837.9400","829.0400"
"2016/10/21","824.0600","1612418.0000","820.0000","824.2900","818.3100"
"2016/10/20","821.6300","1385811.0000","827.5600","828.4650","820.5500"
"2016/10/19","827.0900","1497429.0000","824.5200","829.8100","823.2050"
"2016/10/18","821.4900","2287485.0000","814.2100","828.8100","813.3300"
"2016/10/17","806.8400","1055806.0000","805.9900","813.4900","803.8300"
"2016/10/14","804.6000","1106895.0000","807.4500","810.0900","802.3200"
"2016/10/13","804.0800","1368311.0000","806.0700","806.5600","798.6200"
"2016/10/12","811.7700","905703.0000","811.9600","814.5000","808.5545"
"2016/10/11","809.5700","1719835.0000","814.1700","819.8600","807.3700"
"2016/10/10","814.1700","1489003.0000","803.9300","817.3800","802.2400"
"2016/10/07","800.7100","1163810.0000","805.9300","805.9400","796.8200"
"2016/10/06","803.0800","1098158.0000","804.0800","806.9450","800.5100"
"2016/10/05","801.2300","1209183.0000","806.0000","808.5000","800.7100"
"2016/10/04","802.7900","1257681.0000","805.0000","806.5000","799.6700"
"2016/10/03","800.3800","1487130.0000","802.5500","803.5400","796.2300"
"2016/09/30","804.0600","1628896.0000","803.6000","808.0900","801.5000"
"2016/09/29","802.6400","1348241.0000","807.2300","813.9100","800.8550"
"2016/09/28","810.0600","1469220.0000","804.0800","810.2500","802.7803"
